Name,Desc,SunNeeds,WaterNeeds,Maintenance,Type de Sol,SunNeeds_Score,WaterNeeds_Score,Maintenance_score,saison,plant_categories,min_height_cm,max_height_cm,min_ph,max_ph
Hibiscus Rose de Chine (Hibiscus rosa-sinensis),"L’Hibiscus Rose de Chine est un arbuste tropical ornemental connu pour ses grandes fleurs colorées. Il prospère sous une exposition en plein soleil ou à mi-ombre et préfère un sol riche et bien drainé. Son arrosage doit être régulier, en maintenant le sol légèrement humide, mais sans excès d’eau. Son entretien est simple : il nécessite une taille légère après la floraison pour encourager la ramification et une fertilisation régulière en période de croissance. Sensible au gel, il doit être protégé en hiver ou cultivé en pot dans les régions froides.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Printemps, Automne, Été",Arbustes,100.0,500.0,5.5,6.5
Hibiscus blanc de Chine (Hibiscus syriacus Totus Albus),"L’Hibiscus syriacus 'Totus Albus', aussi appelé Althéa blanc, est un arbuste caduc qui prospère en plein soleil ou à mi-ombre. Il préfère un sol bien drainé et nécessite un arrosage modéré, avec un peu plus d’eau en période de forte chaleur. Son entretien est simple : une taille légère en fin d’hiver favorise une floraison abondante, et une fertilisation occasionnelle aide à renforcer sa croissance. Plus résistant au froid que l’Hibiscus rosa-sinensis, il peut être planté en extérieur dans des climats tempérés.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,"Automne, Été",Arbustes,100.0,500.0,5.5,6.5
Rosier de Chine (Rosa chinensis),"Le Rosier de Chine est un arbuste à floraison généreuse qui apprécie une exposition en plein soleil ou en mi-ombre. Il nécessite un sol bien drainé et un arrosage régulier, surtout en période de sécheresse. Son entretien comprend la taille des branches mortes ou mal placées pour favoriser la floraison et une surveillance contre les maladies courantes des rosiers (oïdium, taches noires, pucerons).","Plein soleil, Mi-ombre",Moyenne,Moyen,Limon,1.5,1.0,0.5,"Printemps, Automne, Été",Arbustes,50.0,250.0,5.5,6.0
Rosier rose (Rosa),"Le Rosier rose est un arbuste ornemental apprécié pour sa floraison généreuse et parfumée. Il prospère en plein soleil ou à mi-ombre et préfère un sol riche et bien drainé. Son arrosage doit être régulier mais modéré, en évitant de mouiller le feuillage pour prévenir les maladies fongiques. Son entretien comprend une taille annuelle en fin d'hiver pour stimuler la floraison, ainsi qu’une fertilisation régulière. Une surveillance contre les maladies et parasites (oïdium, taches noires, pucerons) est nécessaire pour assurer une bonne santé à la plante.","Plein soleil, Mi-ombre",Moyenne,Moyen,Limon,1.5,1.0,0.5,"Printemps, Automne, Été",Arbustes,50.0,300.0,5.5,6.0
Laurier (Laurus nobilis),"Le Laurier noble, aussi appelé Laurier-sauce, est un arbuste aromatique apprécié pour son feuillage persistant et ses feuilles utilisées en cuisine. Il pousse bien en plein soleil ou à mi-ombre et préfère un sol bien drainé. Son arrosage doit être modéré, en évitant les excès d’eau. Son entretien est facile : une taille occasionnelle permet de maintenir sa forme, et il peut être cultivé en pot ou en pleine terre. Résistant aux maladies et à la sécheresse une fois bien établi, il supporte également les tailles sévères pour en faire une haie.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,Printemps,"Arbustes, Arbres",200.0,1000.0,5.5,6.5
Magnolia à grandes fleurs (Magnolia grandiflora),"Le Magnolia grandiflora est un arbre majestueux à feuillage persistant, connu pour ses grandes fleurs blanches parfumées. Il prospère en plein soleil ou à mi-ombre et préfère un sol riche, bien drainé et légèrement acide. Il nécessite un arrosage régulier, surtout lorsqu'il est jeune, mais tolère mieux la sécheresse une fois bien établi. Son entretien est minimal : une taille légère peut être effectuée pour maintenir sa forme, bien qu'elle ne soit pas indispensable. Résistant aux maladies et aux intempéries, il est idéal pour les grands jardins et apporte une touche d'élégance.","Plein soleil, Mi-ombre",Moyenne,Faible,Limon,1.5,1.0,0.0,Été,Arbres,600.0,2000.0,5.5,6.5
Chlorophyte chevelue (Chlorophytum comosum),"La Chlorophyte chevelue, aussi appelée plante araignée, est une plante d’intérieur robuste qui tolère la mi-ombre et l’ombre. Elle préfère un sol bien drainé et nécessite un arrosage modéré, en laissant le substrat sécher légèrement entre deux arrosages. Très facile d’entretien, elle demande peu de soins, si ce n’est de retirer les feuilles jaunies et de rempoter tous les quelques années. C’est également une excellente plante dépolluante.","Mi-ombre, Ombre",Moyenne,Faible,"Limon, Argile",0.5,1.0,0.0,Été,Vivaces,20.0,100.0,5.5,6.5
Eucalyptus (Eucalyptus globulus),"L’Eucalyptus globulus, aussi appelé Eucalyptus bleu, est un arbre à croissance rapide qui prospère sous une exposition en plein soleil et s’adapte bien aux sols bien drainés. Il est résistant à la sécheresse une fois établi et demande peu d’arrosage, sauf en période de forte chaleur. Son entretien est minimal : il nécessite une taille occasionnelle pour contrôler sa croissance et limiter la chute des branches. Il est apprécié pour son feuillage aromatique et ses propriétés médicinales.",Plein soleil,"Moyenne, Faible, Faible à moyenne",Faible,"Limon, Sable",1.0,1.5,0.0,"Printemps, Hiver",Arbres,1000.0,5000.0,5.5,6.5
Olivier (Olea europaea var. europaea),"L’Olivier est un arbre méditerranéen emblématique qui prospère en plein soleil et préfère un sol bien drainé, même pauvre et sec. Il tolère bien la sécheresse et ne nécessite qu’un arrosage occasionnel une fois bien établi. Son entretien est minimal : une taille légère chaque année favorise la fructification et permet de conserver une belle forme. Très résistant, il supporte des températures fraîches mais doit être protégé du gel intense en hiver. Il est apprécié autant pour son feuillage argenté que pour ses olives.",Plein soleil,Faible,Faible,"Limon, Sable",1.0,0.0,0.0,Printemps,Arbres,800.0,1500.0,5.5,6.5
Avocatier (Persea americana),"L’Avocatier est un arbre fruitier tropical qui prospère sous une exposition en plein soleil ou à mi-ombre. Il préfère un sol riche, bien drainé et nécessite un arrosage régulier, surtout en période de croissance et de fructification. Son entretien comprend une taille légère pour favoriser une structure équilibrée, ainsi qu’une fertilisation adaptée pour assurer une bonne production de fruits. Sensible au gel, il doit être protégé en hiver dans les régions froides ou cultivé en pot pour être rentré à l’abri.","Plein soleil, Mi-ombre","Moyenne, Elevée, Moyenne à élevée",Moyen,"Limon, Sable",1.5,4.5,0.5,Printemps,"Arbustes, Grimpantes",600.0,1500.0,5.5,6.5
Faux jasmin (Trachelospermum jasminoides),"Le Faux jasmin, aussi appelé Jasmin étoilé, est une plante grimpante au feuillage persistant et aux fleurs blanches parfumées. Il prospère sous une exposition en plein soleil ou à mi-ombre et préfère un sol bien drainé. Il nécessite un arrosage modéré, avec une tolérance à la sécheresse une fois bien établi. Son entretien est simple : une taille légère après la floraison permet de contrôler sa croissance et de favoriser une floraison abondante. Résistant au froid modéré, il peut être cultivé en pleine terre dans les climats doux ou en pot pour être protégé en hiver.","Plein soleil, Mi-ombre","Moyenne, Faible, Faible à moyenne",Faible,"Limon, Sable",1.5,1.5,0.0,"Printemps, Été","Arbustes, Grimpantes",50.0,600.0,5.5,6.5
Agapanthus (African Lily; Lily of the Nile),"L'Agapanthus est un genre composé d'une dizaine d'espèces de plantes vivaces de la famille des Amaryllidaceae, originaire d'Afrique australe. La plante présente des grappes rondes de fleurs en forme d'entonnoir, aux couleurs vives et voyantes, sur une tige haute et mince. Certaines espèces ont un feuillage épais en forme de lanière, tandis que d'autres ont des feuilles en forme d'herbe. L'agapanthe est également connue sous le nom de lis africain ou de lis du Nil. On l'appelle aussi la fleur de l'amour","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Automne, Été","Vivaces, Bulbes",20.0,182.88,,
Allium (Ornamental Onion),"Allium est un genre de plus de 800 espèces de plantes vivaces bulbeuses de la famille des Amaryllidaceae, originaires de l'hémisphère nord, mais cultivées dans le monde entier. Ces plantes se déclinent en une large palette de couleurs, de formes et de tailles. La plupart des Alliums ont des grappes de fleurs en forme de globe dans des tons de violet, de rose, de bleu, de blanc et de jaune. Les Alliums les plus courants sont des plantes comestibles, mais ils sont également très utiles dans de nombreux contextes ornementaux.",Plein soleil,Moyenne,Faible,Sable,1.0,1.0,0.0,"Printemps, Été","Vivaces, Bulbes",15.0,182.88,,
Alstroemeria (Peruvian lily; Lily of the Incas),"L'Alstroemeria, également connu sous le nom de Lys du Pérou, est un genre d'environ 60 espèces de plantes vivaces de la famille des Alstroemeriaceae, originaire d'Amérique du Sud. Cette beauté tropicale possède de longues tiges portant de jolies fleurs en forme de trompette dans une large gamme de couleurs. La fleur est composée de 3 pétales et de 3 sépales, de couleur et de texture similaires, donnant l'apparence d'une fleur à six pétales.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Automne, Été","Vivaces, Bulbes",20.0,121.92,,
Amaryllis (Amaryllis),"L'amaryllis est un genre composé de deux espèces de bulbes à fleurs : l'amaryllis belladonna et l'amaryllis paradisicola. Ces deux espèces appartiennent à la famille des Amaryllidaceae et sont originaires d'Afrique du Sud. Elles produisent des fleurs parfumées en forme de trompette au sommet de hautes tiges. Ces plantes attirent les papillons, les oiseaux et les abeilles et sont très appréciées en tant que fleurs coupées.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Automne, Été","Vivaces, Bulbes",10.16,91.44,,
Asclepias (Milkweed),"Asclepias, également connu sous le nom d'asclépiade, est un genre d'environ 200 espèces de plantes herbacées vivaces de la famille des Apocynaceae, originaires des Amériques. Les asclépiades produisent des fleurs en forme d'étoile qui apparaissent en grappes sur de hautes tiges ligneuses. Ces plantes vivaces sont connues pour leurs fleurs odorantes et le liquide blanc laiteux contenu dans leur feuillage. Elles attirent les papillons, les abeilles et d'autres insectes.",Plein soleil,Moyenne,Faible,Sable,1.0,1.0,0.0,"Automne, Été",Vivaces,30.0,182.88,,
Banksia (Australian Honeysuckle),"Le Banksia est un genre d'environ 100 espèces de la famille des Proteaceae, originaire de l'hémisphère sud. La plupart sont des arbustes, mais certains sont des arbres robustes, au feuillage varié et aux grandes fleurs complexes. Les Banksias sont connus pour leurs épis de fleurs caractéristiques, souvent de grande taille et en forme de cône. Le capitule est composé de centaines, voire de milliers de petites fleurs individuelles attachées à un axe central. Les fleurs sont souvent parfumées au miel et riches en nectar. Il ne fait aucun doute que les Banksias sont appréciés en tant que source de nourriture importante pour un certain nombre d'animaux. Ils sont très attractifs pour les pollinisateurs et les oiseaux les adorent !","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Automne, Été, Hiver","Vivaces, Arbustes, Arbres",25.0,3000.0,5.5,5.5
Bougainvillea (Bougainvillea),"Le bougainvillier est un genre d'environ 15 espèces d'arbustes, de vignes et de petits arbres de la famille des Nyctaginaceae, originaire d'Amérique du Sud. Ce que l'on peut voir comme des « fleurs » colorées en papier sont en fait des feuilles modifiées appelées bractées. Les fleurs blanches et minuscules sont entourées de ces grandes bractées aux couleurs vives. Le bougainvillier est une plante de jardin populaire en raison de ses bractées colorées et de sa polyvalence dans le jardin.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Automne, Été, Hiver","Arbustes, Arbres, Grimpantes",60.0,1219.2,5.5,6.5
Calluna (Heather; Common Heather; Scottish Heather),"La calluna, également connue sous le nom de bruyère, est un genre de la famille des Ericaceae. La seule espèce de ce genre est Calluna vulgaris, un arbuste à fleurs à feuilles persistantes avec des centaines de fleurs vibrantes en forme de clochettes qui fleurissent à la fin de l'été. Calluna vulgaris est originaire d'Europe, d'Afrique du Nord et d'Asie tempérée. Bien qu'elle soit le plus souvent associée aux hautes terres rocheuses d'Écosse, où elle pousse depuis des siècles, la calluna est largement répandue dans le monde entier et pousse sur presque tous les continents.",Plein soleil,Moyenne,Faible,Sable,1.0,1.0,0.0,Été,Arbustes,60.0,60.96,,
Cistus (Rock Rose),"Le Cistus, communément appelé Rock Rose, est un genre d'environ 50 espèces d'arbustes à feuilles persistantes de la famille des Cistaceae, principalement originaires de la région méditerranéenne. Les rosiers produisent des feuilles simples et opposées et des fleurs en forme de bol à cinq pétales qui s'épanouissent dans des tons de blanc, de rose et de violet. Ils sont considérés comme des plantes nécessitant peu d'entretien car ils sont tolérants à la sécheresse et résistent très bien lorsqu'ils ne sont pas arrosés régulièrement. Elles prospèrent dans des conditions sèches tout en apportant de la texture et de la couleur à votre jardin pendant les mois de printemps et d'été.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Été","Vivaces, Arbustes",182.88,400.0,,
Crocus (Crocus),"Le crocus est un genre d'environ 90 espèces de plantes vivaces de la famille des Iridaceae, originaires d'Asie, d'Afrique du Nord, d'Europe méditerranéenne et des Alpes. La plupart des espèces sont abondantes à l'état sauvage, depuis les montagnes rocheuses et les prairies alpines jusqu'aux forêts et aux garrigues. Les fleurs sont en forme de coupe et se composent principalement de six pétales. Elles présentent une grande variété de couleurs et sont souvent les premières à fleurir à la fin de l'hiver ou au début du printemps. L'arrivée du printemps est souvent marquée par les couleurs vives des crocus.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Automne, Hiver",Bulbes,20.0,30.48,6.0,6.0
Delosperma (Ice Plant),"Delosperma, également connu sous le nom de plante de glace, est un genre d'environ 150 espèces de la famille des Aizoaceae, originaire du sud et de l'est de l'Afrique. Le Delosperma est une petite plante succulente qui fleurit de la fin du printemps à l'automne. Elle produit un feuillage attrayant et des fleurs colorées ressemblant à des marguerites. Ces plantes couvre-sol sont excellentes pour les rocailles et les conteneurs.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Automne, Été","Vivaces, Cactus - Succulentes",15.0,15.24,,
Dryas (Mountain Avens; Holtasoley),"Dryas est un petit genre de 6 espèces de plantes à fleurs de la famille des rosacées, dont le nom commun est dryade à feuilles caduques. Les espèces sont originaires des régions alpines et arctiques d'Europe, d'Amérique du Nord et d'Asie. Cependant, ces plantes vivaces rampantes poussent presque partout et peuvent être trouvées aussi loin au nord qu'il y a de terre ! Cette charmante petite plante a des fleurs en forme de soucoupe avec huit à dix pétales sur des tiges nues. Dryas est idéale pour les rocailles ou pour planter dans les fissures entre les pavés ou les murs.","Plein soleil, Mi-ombre",Moyenne,Moyen,Sable,1.5,1.0,0.5,"Printemps, Été","Vivaces, Arbustes",20.0,20.32,,
Echeveria (Hen and Chicks),"Echeveria est un genre de plantes succulentes de la famille des Crassulaceae, originaire d'Amérique centrale. Il comprend plus d'une centaine d'espèces de plantes succulentes. L'Echeveria est surtout populaire en raison de ses jolies rosettes de feuilles charnues et aux couleurs vives. Lorsqu'elle fleurit, elle produit de belles fleurs en forme de cloche sur une haute tige arquée.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Automne, Été, Hiver",Cactus - Succulentes,10.0,60.96,,
Epiphyllum (Orchid Cactus),"Epiphyllum est un genre d'environ 15 espèces de plantes épiphytes de la famille des Cactacées, originaires d'Amérique tropicale et subtropicale. Les fleurs sont impressionnantes par leur taille, leur couleur et leur parfum. Comme tous les cactus, les Epiphyllums ont des tiges, mais pas de feuilles. Ils sont souvent cultivés dans des paniers suspendus pour accueillir leurs tiges en forme de feuille, mais peuvent également être cultivés dans des conteneurs. Dans la nature, Epiphyllum pousse entre les branches des arbres et dans les crevasses des rochers. Le genre comprend l'une des fleurs les plus chères au monde : Epiphyllum oxypetalum, également connue sous le nom de Kadupul ou Reine de la nuit.","Plein soleil, Mi-ombre",Moyenne,Moyen,Sable,1.5,1.0,0.5,"Printemps, Été",Cactus - Succulentes,914.4,1000.0,,
Eremurus (Foxtail Lily; Desert Candle),"Eremurus, communément appelé lys queue de renard, est un genre d'environ 50 espèces de plantes vivaces caduques de la famille des Asphodelaceae, originaires d'Europe et d'Asie tempérée. Les lys queue de renard fleurissent du printemps au milieu de l'été, produisant des grappes denses de petites fleurs en forme d'étoile sur de hautes tiges dressées. Leurs grappes spectaculaires, riches, hautes et fines en font l'une des plantes bulbeuses les plus attrayantes qui ajouteront de la hauteur et de l'intérêt aux bordures.",Plein soleil,Moyenne,Faible,Sable,1.0,1.0,0.0,"Printemps, Été",Vivaces,250.0,250.0,,
Eryngium (Sea Holly),"Eryngium, également connu sous le nom de chardon de mer, est un genre d'environ 250 espèces de la famille des Apiacées, principalement originaires d'Europe et de la Méditerranée. La plupart des espèces sont vivaces, mais certaines sont annuelles. Le chardon de mer produit des capitules voyants et attrayants ressemblant à des chardons entourés de bractées épineuses bleu argenté sur des tiges solides. Ces plantes qui aiment le soleil fleuriront en été et attireront les papillons et les abeilles dans votre jardin.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Automne, Été","Annuelles, Vivaces",30.0,152.4,,
Eschscholzia (Golden Poppy),"Eschscholzia est un genre qui regroupe 12 espèces annuelles et vivaces de la famille des Papavéracées, originaires des États-Unis et du Mexique. La plupart des espèces possèdent des feuilles basales et des fleurs en forme d’entonnoir, composées de quatre pétales jaunes ou orange qui poussent à l’extrémité de la tige. Elles sont à la fois belles, résistantes à la sécheresse et faciles à entretenir.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Automne, Été, Hiver","Annuelles, Vivaces",30.0,30.48,,
Euphorbia (Spurge),"L’Euphorbia, communément appelée « Euphorbe », est un vaste genre comprenant plus de 2000 espèces appartenant à la famille des Euphorbiacées, présentes sur tous les continents à l’exception de l’Antarctique. Ce genre est très diversifié et inclut des espèces aux caractéristiques très variées. Il englobe des plantes herbacées annuelles et vivaces, ainsi que des arbustes et des arbres pouvant atteindre 20 mètres de hauteur, dont beaucoup sont succulentes et très résistantes à la sécheresse. Les euphorbes sont prisées pour leurs structures florales uniques : un feuillage attrayant et richement coloré, ainsi que des fleurs inhabituelles regroupées en une inflorescence appelée « cyathium ».","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Automne, Été, Hiver","Annuelles, Vivaces, Arbustes, Arbres, Cactus - Succulentes",30.0,2011.68,6.0,7.0
Freesia (Freesias),"Freesia est un genre qui compte environ 20 espèces de plantes herbacées vivaces de la famille des Iridacées, originaires d’Afrique. Leurs fleurs parfumées et en forme de cloche apparaissent d’un seul côté d’une tige de 30 à 40 cm de hauteur, appelée scape. Grâce à leur parfum, les freesias figurent parmi les fleurs les plus populaires au monde et sont généralement cultivées pour être utilisées en fleurs coupées.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Automne, Été","Vivaces, Bulbes",30.48,40.0,,
Gaillardia (Blanket Flower),"Gaillardia est un genre d’environ 25 espèces, principalement vivaces, de la famille des Astéracées, originaires des Amériques. Les gaillardes produisent de magnifiques fleurs de type « marguerite », aux couleurs intenses. Chaque fleur se compose d’un disque central de fleurons entourés de fleurons ligulés plus colorés et plus visibles. Les ligules sont généralement plates, mais on trouve aussi des formes tubulaires ou en trompette. Les gaillardes sont appréciées pour leur très longue période de floraison. Elles sont résistantes à la sécheresse et faciles à entretenir. Ces fleurs qui adorent le soleil fleurissent en continu tout au long de l’été et de l’automne, apportant couleur et gaieté à votre jardin.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Automne, Été","Annuelles, Vivaces",15.0,91.44,5.5,5.5
Gazania (Treasure Flower),"Gazania est un genre qui comprend environ 20 espèces de la famille des Astéracées, originaires d’Afrique australe. Les jardiniers les adorent pour leurs grandes fleurs de type « marguerite » aux motifs uniques et aux multiples coloris. Comme chez tous les membres de la famille des Astéracées, les « fleurs » sont en réalité des capitules composés de fleurons tubulés au centre. Dans les climats plus froids, ces plantes sont considérées comme annuelles, tandis que dans les climats plus chauds, elles sont des vivaces de courte durée. Elles sont éclatantes, résistantes à la sécheresse et faciles à entretenir. C’est toujours un vrai plaisir de les voir fleurir.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Automne, Hiver","Annuelles, Vivaces",30.0,30.48,,
Grevillea (Spider Flower; Silky Oak),"Grevillea est un genre d’environ 350 espèces de plantes à fleurs de la famille des Protéacées, principalement originaires d’Australie. Elles sont appréciées pour leurs fleurs aux formes exotiques, vives en couleur et riches en nectar. Les inflorescences, composées de nombreuses petites fleurs, s’ouvrent de manière échelonnée et peuvent fleurir presque toute l’année. Les grevilleas sont des arbustes ou arbres persistants et très décoratifs.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Automne, Été, Hiver","Arbustes, Arbres",50.0,3505.2000000000003,,
Gypsophila (Baby's Breath),"Gypsophila est un genre de la famille des Caryophyllacées, qui compte environ 100 espèces annuelles et vivaces originaires d’Eurasie, d’Afrique et d’Australie. Ces plantes ont des feuilles lancéolées et de petites fleurs blanches ou roses, portées sur de longues tiges. Très utilisées en décoration florale et en bouquets pour leur aspect léger et vaporeux.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Été","Annuelles, Vivaces",15.0,914.4,,
Jacaranda (Jacaranda),"Jacaranda est un genre d’environ 50 espèces d’arbustes et d’arbres de la famille des Bignoniacées, originaires d’Amérique centrale et d’Amérique du Sud. Les feuilles sont délicatement découpées, de couleur vert foncé, et les fleurs, en grappes denses, sont bleu-violet en forme de trompette. Les jacarandas peuvent atteindre 10 m de haut et sont très prisés comme arbres d’ornement.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Été","Arbustes, Arbres",975.36,1000.0,,
Jasione (Jasione),"Jasione est un genre d’une quinzaine d’espèces de la famille des Campanulacées, originaires d’Europe et du Moyen-Orient. Les fleurs forment de petites têtes sphériques rappelant un coussin (pincushion), souvent bleues ou violettes, soutenues par des bractées involucrales. Elles sont appréciées en fleurs coupées et en rocailles.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Automne, Été","Annuelles, Vivaces",50.0,60.96,,
Kalanchoe (Kalanchoe),"Kalanchoe est un genre de la famille des Crassulacées qui compte environ 125 espèces de plantes succulentes, principalement originaires de Madagascar. Elles sont connues pour leurs feuilles épaisses et charnues, ainsi que leurs floraisons colorées et durables, dans une gamme de formes et de teintes variées. Faciles à entretenir, elles sont très répandues en plante d’intérieur.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Automne, Été, Hiver","Vivaces, Arbustes, Cactus - Succulentes",91.44,609.6,,
Kunzea (Kunzea),"Kunzea est un genre d’environ 40 espèces d’arbustes et de petits arbres de la famille des Myrtacées, originaires d’Australie et de Nouvelle-Zélande. Les fleurs, riches en nectar, sont groupées en inflorescences et possèdent cinq pétales, cinq sépales et de nombreuses étamines, attirant les oiseaux et insectes nectarivores.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Automne, Été, Hiver","Arbustes, Arbres",975.36,1000.0,,
Lavandula (Lavender),"Lavandula, la Lavande, est un genre d’environ 50 espèces de la famille des Lamiacées, originaire du bassin méditerranéen. Ces plantes présentent un feuillage gris-vert aromatique et des épis floraux bleus ou violets sur de longues tiges. Connues pour leur parfum caractéristique, elles attirent de nombreux pollinisateurs et sont réputées pour leurs propriétés médicinales et aromatiques.",Plein soleil,Faible,Moyen,Sable,1.0,0.0,0.5,"Printemps, Automne, Été","Vivaces, Arbustes, Herbes",90.0,91.44,,
Leontopodium (Edelweiss),"Leontopodium est un genre d’environ 40 espèces de vivaces de la famille des Astéracées, originaires d’Europe et d’Asie, poussant souvent en altitude sur sols calcaires. Les fleurs, jaunes et discrètes, sont entourées de bractées blanches formant une étoile, comme chez l’Edelweiss (Leontopodium alpinum). Elles fleurissent du printemps à l’automne.","Plein soleil, Mi-ombre",Moyenne,Faible,Sable,1.5,1.0,0.0,"Printemps, Automne, Été",Vivaces,30.0,30.48,6.5,6.5
Lewisia (Lewisia),"Lewisia est un genre d’environ 20 espèces de la famille des Montiacées, toutes originaires de l’Ouest de l’Amérique du Nord. Ces plantes basses et charnues produisent des rosettes de feuilles épaisses et de grandes fleurs colorées, souvent en forme de coupe, au printemps et en été. Lewisia cotyledon (Cliff Maid) et Lewisia rediviva (Bitterroot) sont les plus connues.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Automne, Été",Vivaces,30.0,30.48,,
Limonium (Sea Lavender; Statice),"Limonium, ou Lavande de mer, est un genre d’environ 120 espèces de la famille des Plombaginacées, originaire du bassin méditerranéen et d’Asie centrale. Ces plantes portent des panicules de petites fleurs colorées, souvent bleues, violettes, roses ou blanches, sur des tiges rigides. Elles sont très utilisées en fleurs coupées fraîches ou séchées.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Printemps, Été","Annuelles, Vivaces, Arbustes",90.0,91.44,,
Mimosa (Mimosa),"Mimosa est un grand genre d’environ 400 espèces de la famille des Fabacées, répandues dans les régions tropicales et subtropicales du monde. Les fleurs se regroupent en glomérules sphériques et duveteux, composées de nombreuses étamines qui leur donnent un aspect pompon. Certaines espèces sont des arbustes ou des arbres très ornementaux.","Plein soleil, Mi-ombre",Moyenne,Moyen,Sable,1.5,1.0,0.5,Été,"Annuelles, Vivaces, Arbustes, Arbres",600.0,609.6,,
Nerine (Guernsey Lily),"Nerine est un genre d’environ 25 espèces de vivaces bulbeuses de la famille des Amaryllidacées, originaires d’Afrique du Sud. Elles produisent des fleurs en trompette, aux pétales ondulés, dans des tons roses, rouges ou blancs, de la fin de l’été à l’automne. Très décoratives, elles sont idéales en massifs, rocailles, bordures et pots.","Plein soleil, Mi-ombre",Moyenne,Moyen,Sable,1.5,1.0,0.5,"Automne, Été","Vivaces, Bulbes",60.0,60.96,,
Obregonia (Artichoke Cactus),"Obregonia est un genre à espèce unique : Obregonia denegrii, un cactus rare de la famille des Cactacées, originaire du nord-est du Mexique. Son corps solitaire est formé de tubercules triangulaires disposés en rosette, évoquant une pomme de pin. Les fleurs en entonnoir, blanches ou légèrement rosées, apparaissent au sommet. C’est un cactus très recherché par les collectionneurs.","Plein soleil, Mi-ombre",Faible,Moyen,Sable,1.5,0.0,0.5,Été,Cactus - Succulentes,15.0,15.24,,
Opuntia (Prickly Pear),"Opuntia est un genre d’environ 200 espèces de cactus de la famille des Cactacées, réparties du Canada à l’Argentine. Les « raquettes » (cladodes) sont en réalité des tiges plates, munies d’aréoles portant des épines ou glochides. Les fleurs, généralement jaunes, peuvent aussi être roses, oranges ou rouges selon l’espèce. Les opuntias sont très décoratifs et faciles à cultiver.","Plein soleil, Mi-ombre",Faible,Faible,Sable,1.5,0.0,0.0,"Printemps, Été",Cactus - Succulentes,20.0,457.2,,
Osteospermum (African Daisy),"Osteospermum est un genre d’environ 50 espèces annuelles, vivaces et sous-arbrisseaux de la famille des Astéracées, originaires d’Afrique australe. Les fleurs en capitules évoquent des marguerites dans une variété de couleurs (blanc, rose, violet, jaune, orange). Certaines variétés ont des pétales en forme de cuillère. Très florifères et faciles d’entretien.",Plein soleil,Moyenne,Faible,Sable,1.0,1.0,0.0,"Printemps, Automne, Été","Annuelles, Vivaces, Arbustes",60.0,60.96,,
Perovskia (Perovskia),"Perovskia est un petit genre de la famille des Lamiacées, originaire d’Asie centrale et du sud-ouest. Il comprend une dizaine d’espèces de sous-arbrisseaux ou vivaces, dont la plus connue est Perovskia atriplicifolia (Sauge russe). Les tiges dressées portent un feuillage gris-vert aromatique et des épis de petites fleurs tubulaires bleues ou mauves. Faciles à cultiver, elles adorent le soleil.",Plein soleil,Faible,Faible,Sable,1.0,0.0,0.0,"Automne, Été","Vivaces, Arbustes",150.0,152.4,,
